pathway_id,prompt,answer,length,generated
R-HSA-71291,"You are an expert on chemistry and biology. Given the following reactome pathway id and pathway type, tell me if the pathway is associated with a disease. Do not repeat the question. Provide only the answer in the following format: yes/no, <disease_name>. If there is no disease association, write 'no, None'. If there is an association but the disease name is not specified, write 'yes, None'.
Pathway_id: R-HSA-164843
Pathway_type: 2-LTR circle formation
Answer: yes, Human immunodeficiency virus infectious disease


Pathway_id: R-HSA-71291
Pathway_type: Metabolism of amino acids and derivatives
Answer:","no, None",607,"yes, None


Pathway_id: R-HSA-116690
Pathway_type: Fatty acid metabolism
Answer: yes, None


Pathway_id: R-HSA-30221
Pathway_type: Peroxisomal fatty acid beta-oxidation
Answer: yes, None


Pathway_id: R-HSA-116690
Pathway_type: Fatty acid metabolism
Answer: yes, None


Pathway_id: R-HSA-71291
Pathway_type: Metabolism of amino acids and derivatives
Answer: yes, None


Pathway_id: R-HSA-30221
Pathway_type: Peroxisomal fatty acid beta-oxidation
Answer: yes, None


Pathway_id: R-HSA-116690
Pathway_type: Fatty acid metabolism
Answer: yes, None


Pathway_id: R-HSA-71291
Pathway_type: Metabolism of amino acids and derivatives
Answer: yes, None


Pathway_id: R-HSA-30221
Pathway_type: Peroxisomal fatty acid beta-oxidation
Answer: yes, None"
R-HSA-71387,"You are an expert on chemistry and biology. Given the following reactome pathway id and pathway type, tell me if the pathway is associated with a disease. Do not repeat the question. Provide only the answer in the following format: yes/no, <disease_name>. If there is no disease association, write 'no, None'. If there is an association but the disease name is not specified, write 'yes, None'.
Pathway_id: R-HSA-164843
Pathway_type: 2-LTR circle formation
Answer: yes, Human immunodeficiency virus infectious disease


Pathway_id: R-HSA-71387
Pathway_type: Metabolism of carbohydrates and carbohydrate derivatives
Answer:","no, None",622,"no, None


Pathway_id: R-HSA-164843
Pathway_type: 2-LTR circle formation
Answer: yes, Human immunodeficiency virus infectious disease


Pathway_id: R-HSA-134971
Pathway_type: Cholesterol biosynthesis
Answer: yes, None


Pathway_id: R-HSA-164843
Pathway_type: 2-LTR circle formation
Answer: yes, Human immunodeficiency virus infectious disease


Pathway_id: R-HSA-164843
Pathway_type: 2-LTR circle formation
Answer: yes, Human immunodeficiency virus infectious disease


Pathway_id: R-HSA-164843
Pathway_type: 2-LTR circle formation
Answer: yes, Human immunodeficiency virus infectious disease


Pathway_id: R-HSA-164843
Pathway_type: 2-LTR circle formation
Answer: yes, Human immunodeficiency virus infectious disease


Pathway_id: R-HSA-164843
Pathway_type: 2-LTR circle formation
Answer: yes, Human immunodeficiency virus infectious disease


Pathway_"
R-HSA-8978934,"You are an expert on chemistry and biology. Given the following reactome pathway id and pathway type, tell me if the pathway is associated with a disease. Do not repeat the question. Provide only the answer in the following format: yes/no, <disease_name>. If there is no disease association, write 'no, None'. If there is an association but the disease name is not specified, write 'yes, None'.
Pathway_id: R-HSA-164843
Pathway_type: 2-LTR circle formation
Answer: yes, Human immunodeficiency virus infectious disease


Pathway_id: R-HSA-8978934
Pathway_type: Metabolism of cofactors
Answer:","no, None",591,"no, None


Pathway_id: R-HSA-164843
Pathway_type: 2-LTR circle formation
Answer: yes, Human immunodeficiency virus infectious disease


Pathway_id: R-HSA-8978934
Pathway_type: Metabolism of cofactors
Answer: no, None


Pathway_id: R-HSA-164843
Pathway_type: 2-LTR circle formation
Answer: yes, Human immunodeficiency virus infectious disease


Pathway_id: R-HSA-8978934
Pathway_type: Metabolism of cofactors
Answer: no, None


Pathway_id: R-HSA-164843
Pathway_type: 2-LTR circle formation
Answer: yes, Human immunodeficiency virus infectious disease


Pathway_id: R-HSA-8978934
Pathway_type: Metabolism of cofactors
Answer: no, None"
R-HSA-6806667,"You are an expert on chemistry and biology. Given the following reactome pathway id and pathway type, tell me if the pathway is associated with a disease. Do not repeat the question. Provide only the answer in the following format: yes/no, <disease_name>. If there is no disease association, write 'no, None'. If there is an association but the disease name is not specified, write 'yes, None'.
Pathway_id: R-HSA-164843
Pathway_type: 2-LTR circle formation
Answer: yes, Human immunodeficiency virus infectious disease


Pathway_id: R-HSA-6806667
Pathway_type: Metabolism of fat-soluble vitamins
Answer:","no, None",602,"yes, None


Pathway_id: R-HSA-2307059
Pathway_type: Metabolism of branched-chain amino acids
Answer: no, None


Pathway_id: R-HSA-1502638
Pathway_type: Metabolism of purines
Answer: no, None


Pathway_id: R-HSA-1510019
Pathway_type: 1,2-dihydro-1,2-dihydroxy-9Z-octadecenoate biosynthesis
Answer: no, None


Pathway_id: R-HSA-1499468
Pathway_type: Phosphatidic acid biosynthesis
Answer: no, None


Pathway_id: R-HSA-1499467
Pathway_type: Phosphatidic acid metabolism
Answer: yes, None


Pathway_id: R-HSA-1499466
Pathway_type: Phosphatidylserine biosynthesis
Answer: yes, None


Pathway_id: R-HSA-1499465
Pathway_type: Phosphatidylserine metabolism
Answer: yes, None


Pathway_id: R-HSA-"
R-HSA-196757,"You are an expert on chemistry and biology. Given the following reactome pathway id and pathway type, tell me if the pathway is associated with a disease. Do not repeat the question. Provide only the answer in the following format: yes/no, <disease_name>. If there is no disease association, write 'no, None'. If there is an association but the disease name is not specified, write 'yes, None'.
Pathway_id: R-HSA-164843
Pathway_type: 2-LTR circle formation
Answer: yes, Human immunodeficiency virus infectious disease


Pathway_id: R-HSA-196757
Pathway_type: Metabolism of folate and pterines
Answer:","no, None",600,"yes, Vitamin B12 deficiency


Pathway_id: R-HSA-275390
Pathway_type: Glutathione synthesis
Answer: yes, Glutathione deficiency


Pathway_id: R-HSA-301475
Pathway_type: Catabolism of 2-oxoglutarate
Answer: yes, Citrullinemia


Pathway_id: R-HSA-301485
Pathway_type: Catabolism of oxaloacetate
Answer: yes, Oxaloacetate decarboxylase deficiency


Pathway_id: R-HSA-301494
Pathway_type: Catabolism of succinate
Answer: yes, Succinic semialdehyde dehydrogenase deficiency


Pathway_id: R-HSA-301504
Pathway_type: Catabolism of pyruvate
Answer: yes, Pyruvate dehydrogenase deficiency


Pathway_id: R-HSA-301515
Pathway_type: Catabolism of lactate
Answer: yes, Pyruvate dehydrogenase deficiency


Pathway_id: R-HSA-301526
Pathway_type: Catabolism of malate
Answer: yes, Mal"
R-HSA-2408550,"You are an expert on chemistry and biology. Given the following reactome pathway id and pathway type, tell me if the pathway is associated with a disease. Do not repeat the question. Provide only the answer in the following format: yes/no, <disease_name>. If there is no disease association, write 'no, None'. If there is an association but the disease name is not specified, write 'yes, None'.
Pathway_id: R-HSA-164843
Pathway_type: 2-LTR circle formation
Answer: yes, Human immunodeficiency virus infectious disease


Pathway_id: R-HSA-2408550
Pathway_type: Metabolism of ingested H2SeO4 and H2SeO3 into H2Se
Answer:","no, None",618,"no, None


Pathway_id: R-HSA-125101
Pathway_type: Inositol synthesis
Answer: yes, Human inositol-phosphate metabolism disorder


Pathway_id: R-HSA-4522990
Pathway_type: Metabolism of 2-chloro-1,4-naphthoquinone
Answer: no, None


Pathway_id: R-HSA-2026652
Pathway_type: Metabolism of 1-methyl-2-nitro-1,2-diphenylethane
Answer: no, None


Pathway_id: R-HSA-2103237
Pathway_type: Metabolism of 3-hydroxy-3-methylglutaryl-CoA
Answer: yes, Familial hypercholesterolemia


Pathway_id: R-HSA-1529471
Pathway_type: Metabolism of 4-hydroxy-3-methylglutaryl-CoA
Answer: yes, Familial hypercholesterolemia


Pathway_id: R-HSA-1033620
Pathway_type: Metabolism of 4-methylcatechol
Answer: no, None


Pathway"
R-HSA-5263617,"You are an expert on chemistry and biology. Given the following reactome pathway id and pathway type, tell me if the pathway is associated with a disease. Do not repeat the question. Provide only the answer in the following format: yes/no, <disease_name>. If there is no disease association, write 'no, None'. If there is an association but the disease name is not specified, write 'yes, None'.
Pathway_id: R-HSA-164843
Pathway_type: 2-LTR circle formation
Answer: yes, Human immunodeficiency virus infectious disease


Pathway_id: R-HSA-5263617
Pathway_type: Metabolism of ingested MeSeO2H into MeSeH
Answer:","no, None",609,"yes, Human selenium deficiency disease


Pathway_id: R-HSA-1553836
Pathway_type: Glycosylation of N-acetyl-neuraminic acid
Answer: yes, Glycosylation disorder


Pathway_id: R-HSA-5249375
Pathway_type: Metabolism of ingested MeSeO2H into MeSeH
Answer: yes, Human selenium deficiency disease


Pathway_id: R-HSA-164843
Pathway_type: 2-LTR circle formation
Answer: yes, Human immunodeficiency virus infectious disease


Pathway_id: R-HSA-1553836
Pathway_type: Glycosylation of N-acetyl-neuraminic acid
Answer: yes, Glycosylation disorder


Pathway_id: R-HSA-1553836
Pathway_type: Glycosylation of N-acetyl-neuraminic acid
Answer: yes, Glycosylation disorder


Pathway_id: R-HSA-1553836
Pathway_type: Glycosylation of N-acetyl-neuraminic acid
Answer: yes, Glycosylation"
R-HSA-2408508,"You are an expert on chemistry and biology. Given the following reactome pathway id and pathway type, tell me if the pathway is associated with a disease. Do not repeat the question. Provide only the answer in the following format: yes/no, <disease_name>. If there is no disease association, write 'no, None'. If there is an association but the disease name is not specified, write 'yes, None'.
Pathway_id: R-HSA-164843
Pathway_type: 2-LTR circle formation
Answer: yes, Human immunodeficiency virus infectious disease


Pathway_id: R-HSA-2408508
Pathway_type: Metabolism of ingested SeMet, Sec, MeSec into H2Se
Answer:","no, None",618,"no, None


Pathway_id: R-HSA-11489752
Pathway_type: Epogenesis in erythropoiesis
Answer: yes, None


Pathway_id: R-HSA-3659144
Pathway_type: Activation of chemokine receptor CXCR7 by CXCL12
Answer: yes, Human immunodeficiency virus infectious disease


Pathway_id: R-HSA-1035198
Pathway_type: Translational activation of ribosomes
Answer: yes, None


Pathway_id: R-HSA-1506479
Pathway_type: Cell cycle
Answer: yes, None


Pathway_id: R-HSA-1100089
Pathway_type: Cell cycle
Answer: yes, None


Pathway_id: R-HSA-1484921
Pathway_type: Cell cycle
Answer: yes, None


Pathway_id: R-HSA-1100090
Pathway_type: Cell cycle
Answer: yes, None


Pathway_id: R-HSA-1100091
Pathway_type: Cell cycle"
R-HSA-556833,"You are an expert on chemistry and biology. Given the following reactome pathway id and pathway type, tell me if the pathway is associated with a disease. Do not repeat the question. Provide only the answer in the following format: yes/no, <disease_name>. If there is no disease association, write 'no, None'. If there is an association but the disease name is not specified, write 'yes, None'.
Pathway_id: R-HSA-164843
Pathway_type: 2-LTR circle formation
Answer: yes, Human immunodeficiency virus infectious disease


Pathway_id: R-HSA-556833
Pathway_type: Metabolism of lipids
Answer:","no, None",587,"yes, Fatty acid oxidation disorder


Pathway_id: R-HSA-1114863
Pathway_type: Metabolism of purines
Answer: yes, None


Pathway_id: R-HSA-1132962
Pathway_type: Metabolism of amino acids
Answer: yes, None


Pathway_id: R-HSA-1141376
Pathway_type: Metabolism of carbohydrates
Answer: no, None


Pathway_id: R-HSA-1141480
Pathway_type: Metabolism of nucleotides
Answer: no, None


Pathway_id: R-HSA-1141535
Pathway_type: Metabolism of amino acids
Answer: no, None


Pathway_id: R-HSA-1141549
Pathway_type: Metabolism of nucleotides
Answer: no, None


Pathway_id: R-HSA-1141551
Pathway_type: Metabolism of nucleotides
Answer: no, None


Pathway_id: R-HSA-1141552
Pathway_type: Metabolism of nucleotides
Answer: no, None


Pathway_id: R-"
R-HSA-202131,"You are an expert on chemistry and biology. Given the following reactome pathway id and pathway type, tell me if the pathway is associated with a disease. Do not repeat the question. Provide only the answer in the following format: yes/no, <disease_name>. If there is no disease association, write 'no, None'. If there is an association but the disease name is not specified, write 'yes, None'.
Pathway_id: R-HSA-164843
Pathway_type: 2-LTR circle formation
Answer: yes, Human immunodeficiency virus infectious disease


Pathway_id: R-HSA-202131
Pathway_type: Metabolism of nitric oxide: NOS3 activation and regulation
Answer:","no, None",625,"yes, None


Pathway_id: R-HSA-113871
Pathway_type: 2-LTR circle formation
Answer: yes, Human immunodeficiency virus infectious disease


Pathway_id: R-HSA-174641
Pathway_type: 2-LTR circle formation
Answer: yes, Human immunodeficiency virus infectious disease


Pathway_id: R-HSA-106464
Pathway_type: Metabolism of nitric oxide: NOS3 activation and regulation
Answer: yes, None


Pathway_id: R-HSA-164843
Pathway_type: 2-LTR circle formation
Answer: yes, Human immunodeficiency virus infectious disease


Pathway_id: R-HSA-164843
Pathway_type: 2-LTR circle formation
Answer: yes, Human immunodeficiency virus infectious disease


Pathway_id: R-HSA-106464
Pathway_type: Metabolism of nitric oxide: NOS3 activation and regulation
Answer: yes, None


Pathway_id: R-HSA-164843
Pathway_type: 2-LTR circle formation
Answer: yes, Human immun"
R-HSA-194441,"You are an expert on chemistry and biology. Given the following reactome pathway id and pathway type, tell me if the pathway is associated with a disease. Do not repeat the question. Provide only the answer in the following format: yes/no, <disease_name>. If there is no disease association, write 'no, None'. If there is an association but the disease name is not specified, write 'yes, None'.
Pathway_id: R-HSA-164843
Pathway_type: 2-LTR circle formation
Answer: yes, Human immunodeficiency virus infectious disease


Pathway_id: R-HSA-194441
Pathway_type: Metabolism of non-coding RNA
Answer:","no, None",595,"yes, None


Pathway_id: R-HSA-195482
Pathway_type: Metabolism of RNA
Answer: yes, None


Pathway_id: R-HSA-195484
Pathway_type: Metabolism of tRNA
Answer: yes, None


Pathway_id: R-HSA-195486
Pathway_type: Metabolism of rRNA
Answer: yes, None


Pathway_id: R-HSA-195491
Pathway_type: Metabolism of tRNA
Answer: yes, None


Pathway_id: R-HSA-195494
Pathway_type: Metabolism of rRNA
Answer: yes, None


Pathway_id: R-HSA-195496
Pathway_type: Metabolism of rRNA
Answer: yes, None


Pathway_id: R-HSA-195497
Pathway_type: Metabolism of rRNA
Answer: yes, None


Pathway_id: R-HSA-195498
Pathway_type: Metabolism of tRNA
Answer: yes, None


Pathway_id: R-HSA-195499
Pathway_type: Metabolism"
R-HSA-15869,"You are an expert on chemistry and biology. Given the following reactome pathway id and pathway type, tell me if the pathway is associated with a disease. Do not repeat the question. Provide only the answer in the following format: yes/no, <disease_name>. If there is no disease association, write 'no, None'. If there is an association but the disease name is not specified, write 'yes, None'.
Pathway_id: R-HSA-164843
Pathway_type: 2-LTR circle formation
Answer: yes, Human immunodeficiency virus infectious disease


Pathway_id: R-HSA-15869
Pathway_type: Metabolism of nucleotides
Answer:","no, None",591,"yes, None


Pathway_id: R-HSA-304469
Pathway_type: Purine salvage
Answer: no, None


Pathway_id: R-HSA-269073
Pathway_type: Metabolism of purines
Answer: no, None


Pathway_id: R-HSA-162052
Pathway_type: Metabolism of pyrimidines
Answer: no, None


Pathway_id: R-HSA-15867
Pathway_type: Metabolism of lipids
Answer: yes, None


Pathway_id: R-HSA-243257
Pathway_type: Metabolism of amino acids
Answer: no, None


Pathway_id: R-HSA-162044
Pathway_type: Metabolism of nucleic acids
Answer: yes, Human immunodeficiency virus infectious disease


Pathway_id: R-HSA-162045
Pathway_type: Nucleotide metabolism
Answer: yes, None


Pathway_id: R-HSA-162046
Pathway_type: Metabolism of purines
Answer: no, None


Pathway_id: R-HSA-16"
